poll_id,question_id,response,xtab1_var,xtab1_val,xtab2_var,xtab2_val,pct,notes_x,total_percentage,percent_norm,favorability,response_order,response_shortened,pct_fav,date,pollster,sample_size,margin_of_error,demographic,method of contact,country,crosstabs_entered,crosstabs_not_entered,is_complete,"If incomplete, emailed?",Link,notes_y,question_text,short_question,benefit_eligibility,short_question_len,response_scale,val_order,question_text_wrap,pollster_wrap
17,2,Somewhat favor,-,-,-,-,22.0,,99.0,0.2222222222222222,1,1,Favor,22.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat favor,Race,White,-,-,17.0,,97.0,0.17525773195876287,1,1,Favor,17.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,4,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat favor,Race,Black,-,-,28.0,,97.0,0.28865979381443296,1,1,Favor,28.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,1,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat favor,Race,Hispanic,-,-,27.0,,99.0,0.2727272727272727,1,1,Favor,27.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,2,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat favor,Age,18-29,-,-,29.0,,100.0,0.29,1,1,Favor,29.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,2,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat favor,Age,30-49,-,-,14.0,,89.0,0.15730337078651685,1,1,Favor,14.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,6,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat favor,Age,50-64,-,-,19.0,,99.0,0.1919191919191919,1,1,Favor,19.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,11,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat favor,Age,65+,-,-,17.0,,98.0,0.17346938775510204,1,1,Favor,17.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,15,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat favor,Political Affiliation,Republican / Lean Republican,-,-,12.0,,100.0,0.12,1,1,Favor,12.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat favor,Political Affiliation,Republican / Lean Republican,Political Ideology,Conservative,6.0,,98.0,0.061224489795918366,1,1,Favor,6.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat favor,Political Affiliation,Republican / Lean Republican,Political Ideology,Moderate / Liberal,16.0,,100.0,0.16,1,1,Favor,16.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat favor,Political Affiliation,Democrat / Lean Democrat,-,-,33.0,,99.0,0.3333333333333333,1,1,Favor,33.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat favor,Political Affiliation,Democrat / Lean Democrat,Political Ideology,Conservative / Moderate,29.0,,98.0,0.29591836734693877,1,1,Favor,29.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat favor,Political Affiliation,Democrat / Lean Democrat,Political Ideology,Liberal,37.0,,100.0,0.37,1,1,Favor,37.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat favor,Income,Upper income,-,-,20.0,,99.0,0.20202020202020202,1,1,Favor,20.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,9,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat favor,Income,Middle income,-,-,23.0,,99.0,0.23232323232323232,1,1,Favor,23.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,6,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat favor,Income,Lower income,-,-,13.0,,88.0,0.14772727272727273,1,1,Favor,13.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,3,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,-,-,-,-,36.0,,99.0,0.36363636363636365,-1,-1,Oppose,-36.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,Race,White,-,-,46.0,,97.0,0.4742268041237113,-1,-1,Oppose,-46.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,4,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,Race,Black,-,-,13.0,,97.0,0.13402061855670103,-1,-1,Oppose,-13.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,1,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,Race,Hispanic,-,-,20.0,,99.0,0.20202020202020202,-1,-1,Oppose,-20.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,2,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,Age,18-29,-,-,17.0,,100.0,0.17,-1,-1,Oppose,-17.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,2,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,Age,30-49,-,-,19.0,,89.0,0.21348314606741572,-1,-1,Oppose,-19.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,6,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,Age,50-64,-,-,17.0,,99.0,0.1717171717171717,-1,-1,Oppose,-17.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,11,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,Age,65+,-,-,20.0,,98.0,0.20408163265306123,-1,-1,Oppose,-20.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,15,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,Political Affiliation,Republican / Lean Republican,-,-,16.0,,100.0,0.16,-1,-1,Oppose,-16.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,Political Affiliation,Republican / Lean Republican,Political Ideology,Conservative,13.0,,98.0,0.1326530612244898,-1,-1,Oppose,-13.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,Political Affiliation,Republican / Lean Republican,Political Ideology,Moderate / Liberal,22.0,,100.0,0.22,-1,-1,Oppose,-22.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,Political Affiliation,Democrat / Lean Democrat,-,-,20.0,,99.0,0.20202020202020202,-1,-1,Oppose,-20.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,Political Affiliation,Democrat / Lean Democrat,Political Ideology,Conservative / Moderate,23.0,,98.0,0.23469387755102042,-1,-1,Oppose,-23.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,Political Affiliation,Democrat / Lean Democrat,Political Ideology,Liberal,17.0,,100.0,0.17,-1,-1,Oppose,-17.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,Income,Upper income,-,-,20.0,,99.0,0.20202020202020202,-1,-1,Oppose,-20.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,9,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,Income,Middle income,-,-,19.0,,99.0,0.1919191919191919,-1,-1,Oppose,-19.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,6,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Somewhat oppose,Income,Lower income,-,-,15.0,,88.0,0.17045454545454544,-1,-1,Oppose,-15.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,3,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Strongly oppose,-,-,-,-,18.0,,99.0,0.18181818181818182,-1,-2,Strongly oppose,-18.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Strongly oppose,Race,White,-,-,18.0,,97.0,0.18556701030927836,-1,-2,Strongly oppose,-18.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,4,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Strongly oppose,Race,Black,-,-,11.0,,97.0,0.1134020618556701,-1,-2,Strongly oppose,-11.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,1,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
